Tanggal,Wilayah,Jenis_Perkebunan,Jenis_Proses,Produksi_kg,Harga_per_kg_IDR,Kualitas,Profit,Year,Month,Month_Name,Quarter,Kombinasi
2025-12-10,Sulawesi,Perkebunan Swasta,Roasting,888.09,41341.02,Grade C,36714546.451799996,2025,12,December,4,Sulawesi | Perkebunan Swasta | Roasting
2025-07-27,Sulawesi,Perkebunan Rakyat,Pengeringan,1273.09,39954.69,Grade B,50865916.2921,2025,7,July,3,Sulawesi | Perkebunan Rakyat | Pengeringan
2025-08-16,Jawa Timur,Perkebunan Rakyat,Penggilingan,390.24,29203.93,Grade B,11396541.6432,2025,8,August,3,Jawa Timur | Perkebunan Rakyat | Penggilingan
2025-01-06,Jawa Timur,Perkebunan Swasta,Pengeringan,1664.43,37491.03,Grade C,62401195.0629,2025,1,January,1,Jawa Timur | Perkebunan Swasta | Pengeringan
2024-07-23,Sumatera,Perkebunan Negara,Penggilingan,406.63,29757.03,Grade A,12100101.1089,2024,7,July,3,Sumatera | Perkebunan Negara | Penggilingan
2025-12-05,Bali,Perkebunan Rakyat,Pengeringan,1871.76,53783.95,Grade C,100670646.25199999,2025,12,December,4,Bali | Perkebunan Rakyat | Pengeringan
2024-02-29,Bali,Perkebunan Rakyat,Pengeringan,1611.22,48760.69,Grade A,78564198.9418,2024,2,February,1,Bali | Perkebunan Rakyat | Pengeringan
2025-01-24,Sulawesi,Perkebunan Negara,Roasting,1475.62,59038.6,Grade C,87118538.932,2025,1,January,1,Sulawesi | Perkebunan Negara | Roasting
2025-09-14,Sulawesi,Perkebunan Swasta,Fermentasi,664.86,31103.43,Grade C,20679426.4698,2025,9,September,3,Sulawesi | Perkebunan Swasta | Fermentasi
2025-01-24,NTT,Perkebunan Rakyat,Penggilingan,577.78,53182.17,Grade C,30727594.1826,2025,1,January,1,NTT | Perkebunan Rakyat | Penggilingan
2024-08-11,NTT,Perkebunan Rakyat,Fermentasi,1337.77,58752.88,Grade B,78597840.27759999,2024,8,August,3,NTT | Perkebunan Rakyat | Fermentasi
2025-11-08,Bali,Perkebunan Negara,Pengeringan,1418.83,55276.91,Grade A,78428538.2153,2025,11,November,4,Bali | Perkebunan Negara | Pengeringan
2024-04-28,Jawa Barat,Perkebunan Negara,Fermentasi,1798.63,55869.5,Grade C,100488558.78500001,2024,4,April,2,Jawa Barat | Perkebunan Negara | Fermentasi
2025-12-19,NTT,Perkebunan Negara,Penggilingan,1366.85,32127.94,Grade B,43914074.789,2025,12,December,4,NTT | Perkebunan Negara | Penggilingan
2024-02-19,NTT,Perkebunan Negara,Penggilingan,726.75,53511.38,Grade C,38889395.415,2024,2,February,1,NTT | Perkebunan Negara | Penggilingan
2025-02-11,NTT,Perkebunan Negara,Penggilingan,1662.18,34744.61,Grade C,57751795.849800006,2025,2,February,1,NTT | Perkebunan Negara | Penggilingan
2024-05-05,Sumatera,Perkebunan Rakyat,Penggilingan,422.92,56848.55,Grade B,24042388.766000003,2024,5,May,2,Sumatera | Perkebunan Rakyat | Penggilingan
2025-06-25,NTT,Perkebunan Negara,Roasting,1577.99,58516.08,Grade C,92337789.0792,2025,6,June,2,NTT | Perkebunan Negara | Roasting
2025-06-17,Jawa Barat,Perkebunan Rakyat,Pengeringan,437.96,53882.76,Grade B,23598493.5696,2025,6,June,2,Jawa Barat | Perkebunan Rakyat | Pengeringan
2024-11-22,Jawa Timur,Perkebunan Swasta,Penggilingan,1945.95,58970.94,Grade B,114754500.693,2024,11,November,4,Jawa Timur | Perkebunan Swasta | Penggilingan
2026-01-31,Sulawesi,Perkebunan Rakyat,Roasting,959.9,35365.78,Grade C,33947612.221999995,2026,1,January,1,Sulawesi | Perkebunan Rakyat | Roasting
2025-07-09,Bali,Perkebunan Negara,Penggilingan,1436.65,41978.56,Grade A,60308498.224,2025,7,July,3,Bali | Perkebunan Negara | Penggilingan
2025-08-27,Bali,Perkebunan Negara,Pengeringan,549.8,52219.5,Grade B,28710281.099999998,2025,8,August,3,Bali | Perkebunan Negara | Pengeringan
2024-11-05,Jawa Timur,Perkebunan Negara,Fermentasi,1781.48,35080.93,Grade A,62495975.1764,2024,11,November,4,Jawa Timur | Perkebunan Negara | Fermentasi
2025-03-14,Jawa Timur,Perkebunan Negara,Pengeringan,1409.83,55248.08,Grade C,77890400.6264,2025,3,March,1,Jawa Timur | Perkebunan Negara | Pengeringan
2025-07-18,Sumatera,Perkebunan Rakyat,Roasting,1243.92,46036.88,Grade C,57266195.7696,2025,7,July,3,Sumatera | Perkebunan Rakyat | Roasting
2025-03-30,Sumatera,Perkebunan Negara,Penggilingan,371.87,48739.89,Grade B,18124902.8943,2025,3,March,1,Sumatera | Perkebunan Negara | Penggilingan
2024-03-09,Sumatera,Perkebunan Swasta,Roasting,1071.31,33510.03,Grade A,35899630.2393,2024,3,March,1,Sumatera | Perkebunan Swasta | Roasting
2025-05-20,Sumatera,Perkebunan Negara,Pengeringan,1932.49,50913.52,Grade C,98389868.2648,2025,5,May,2,Sumatera | Perkebunan Negara | Pengeringan
2024-03-16,Sumatera,Perkebunan Swasta,Pengeringan,643.08,41990.16,Grade A,27003032.092800003,2024,3,March,1,Sumatera | Perkebunan Swasta | Pengeringan
2024-05-10,Jawa Barat,Perkebunan Rakyat,Pengeringan,1306.01,39763.03,Grade C,51930914.8103,2024,5,May,2,Jawa Barat | Perkebunan Rakyat | Pengeringan
2025-10-17,Jawa Barat,Perkebunan Negara,Fermentasi,1120.97,37798.46,Grade C,42370939.7062,2025,10,October,4,Jawa Barat | Perkebunan Negara | Fermentasi
2024-10-15,NTT,Perkebunan Negara,Roasting,1973.0,33215.19,Grade B,65533569.870000005,2024,10,October,4,NTT | Perkebunan Negara | Roasting
2025-10-14,Sulawesi,Perkebunan Rakyat,Penggilingan,372.78,55906.36,Grade C,20840772.880799998,2025,10,October,4,Sulawesi | Perkebunan Rakyat | Penggilingan
2024-02-03,Jawa Barat,Perkebunan Rakyat,Penggilingan,629.18,33112.6,Grade B,20833785.667999998,2024,2,February,1,Jawa Barat | Perkebunan Rakyat | Penggilingan
2024-06-08,Bali,Perkebunan Swasta,Fermentasi,1752.57,37116.75,Grade C,65049702.5475,2024,6,June,2,Bali | Perkebunan Swasta | Fermentasi
2025-10-09,Jawa Barat,Perkebunan Swasta,Fermentasi,554.99,37319.1,Grade B,20711727.309,2025,10,October,4,Jawa Barat | Perkebunan Swasta | Fermentasi
2024-11-23,Sulawesi,Perkebunan Swasta,Pengeringan,1144.37,58925.06,Grade C,67432070.91219999,2024,11,November,4,Sulawesi | Perkebunan Swasta | Pengeringan
2025-04-21,Bali,Perkebunan Rakyat,Roasting,1610.23,38113.6,Grade A,61371662.128,2025,4,April,2,Bali | Perkebunan Rakyat | Roasting
2024-03-15,Sulawesi,Perkebunan Rakyat,Pengeringan,1287.84,40201.47,Grade C,51773061.1248,2024,3,March,1,Sulawesi | Perkebunan Rakyat | Pengeringan
2025-12-01,NTT,Perkebunan Negara,Fermentasi,1254.75,42431.14,Grade A,53240472.915,2025,12,December,4,NTT | Perkebunan Negara | Fermentasi
2025-08-22,NTT,Perkebunan Swasta,Roasting,457.37,36304.96,Grade B,16604799.5552,2025,8,August,3,NTT | Perkebunan Swasta | Roasting
2024-08-21,NTT,Perkebunan Negara,Penggilingan,1675.57,29031.73,Grade A,48644695.8361,2024,8,August,3,NTT | Perkebunan Negara | Penggilingan
2024-07-12,Jawa Barat,Perkebunan Swasta,Pengeringan,601.97,55807.09,Grade C,33594193.9673,2024,7,July,3,Jawa Barat | Perkebunan Swasta | Pengeringan
2024-03-10,Sulawesi,Perkebunan Negara,Fermentasi,1557.78,56589.3,Grade C,88153679.75400001,2024,3,March,1,Sulawesi | Perkebunan Negara | Fermentasi
2026-02-23,Jawa Barat,Perkebunan Rakyat,Fermentasi,1315.9,56548.04,Grade A,74411565.83600001,2026,2,February,1,Jawa Barat | Perkebunan Rakyat | Fermentasi
2026-02-19,Bali,Perkebunan Swasta,Roasting,890.0,27767.64,Grade A,24713199.599999998,2026,2,February,1,Bali | Perkebunan Swasta | Roasting
2025-08-18,Sumatera,Perkebunan Negara,Penggilingan,1276.72,59192.9,Grade B,75572759.288,2025,8,August,3,Sumatera | Perkebunan Negara | Penggilingan
2024-06-21,NTT,Perkebunan Rakyat,Roasting,1688.88,32867.65,Grade C,55509516.73200001,2024,6,June,2,NTT | Perkebunan Rakyat | Roasting
2026-02-03,Sulawesi,Perkebunan Negara,Pengeringan,1896.86,40534.31,Grade A,76887911.2666,2026,2,February,1,Sulawesi | Perkebunan Negara | Pengeringan
2024-04-10,Sulawesi,Perkebunan Rakyat,Penggilingan,1172.9,53017.72,Grade C,62184483.788,2024,4,April,2,Sulawesi | Perkebunan Rakyat | Penggilingan
2025-01-04,NTT,Perkebunan Swasta,Pengeringan,940.13,29432.18,Grade A,27670075.3834,2025,1,January,1,NTT | Perkebunan Swasta | Pengeringan
2024-11-08,Jawa Timur,Perkebunan Negara,Roasting,1185.28,50222.81,Grade A,59528092.23679999,2024,11,November,4,Jawa Timur | Perkebunan Negara | Roasting
2026-02-19,NTT,Perkebunan Negara,Roasting,1238.48,30103.63,Grade C,37282743.6824,2026,2,February,1,NTT | Perkebunan Negara | Roasting
2024-09-19,Sulawesi,Perkebunan Rakyat,Pengeringan,1076.91,35187.34,Grade C,37893598.3194,2024,9,September,3,Sulawesi | Perkebunan Rakyat | Pengeringan
2024-11-13,Jawa Timur,Perkebunan Negara,Pengeringan,780.76,45353.34,Grade A,35410073.7384,2024,11,November,4,Jawa Timur | Perkebunan Negara | Pengeringan
2024-04-26,Sumatera,Perkebunan Rakyat,Fermentasi,247.77,38943.35,Grade B,9648993.8295,2024,4,April,2,Sumatera | Perkebunan Rakyat | Fermentasi
2024-09-26,Bali,Perkebunan Swasta,Penggilingan,1234.05,38157.27,Grade B,47087979.04349999,2024,9,September,3,Bali | Perkebunan Swasta | Penggilingan
2025-04-04,Bali,Perkebunan Rakyat,Penggilingan,814.3,44498.9,Grade A,36235454.269999996,2025,4,April,2,Bali | Perkebunan Rakyat | Penggilingan
2024-11-14,Bali,Perkebunan Rakyat,Fermentasi,1539.0,25918.74,Grade C,39888940.86,2024,11,November,4,Bali | Perkebunan Rakyat | Fermentasi
2025-12-26,Sulawesi,Perkebunan Negara,Roasting,1659.53,48658.33,Grade B,80749958.3849,2025,12,December,4,Sulawesi | Perkebunan Negara | Roasting
2024-02-26,Jawa Barat,Perkebunan Swasta,Penggilingan,1695.34,26885.75,Grade B,45580487.405,2024,2,February,1,Jawa Barat | Perkebunan Swasta | Penggilingan
2025-04-26,Sulawesi,Perkebunan Negara,Fermentasi,715.96,26047.26,Grade A,18648796.2696,2025,4,April,2,Sulawesi | Perkebunan Negara | Fermentasi
2024-06-22,Jawa Timur,Perkebunan Swasta,Roasting,1722.93,57964.96,Grade B,99869568.5328,2024,6,June,2,Jawa Timur | Perkebunan Swasta | Roasting
2024-10-31,NTT,Perkebunan Rakyat,Penggilingan,1386.77,45786.05,Grade C,63494720.55850001,2024,10,October,4,NTT | Perkebunan Rakyat | Penggilingan
2025-08-09,Jawa Barat,Perkebunan Swasta,Penggilingan,507.76,34918.7,Grade B,17730319.112,2025,8,August,3,Jawa Barat | Perkebunan Swasta | Penggilingan
2024-07-23,Jawa Timur,Perkebunan Swasta,Penggilingan,1504.44,38608.32,Grade A,58083900.9408,2024,7,July,3,Jawa Timur | Perkebunan Swasta | Penggilingan
2025-04-29,NTT,Perkebunan Negara,Penggilingan,1873.17,59072.86,Grade B,110653509.16620001,2025,4,April,2,NTT | Perkebunan Negara | Penggilingan
2024-04-11,Jawa Barat,Perkebunan Rakyat,Roasting,1694.66,39188.15,Grade B,66410590.27900001,2024,4,April,2,Jawa Barat | Perkebunan Rakyat | Roasting
2024-08-21,Jawa Timur,Perkebunan Swasta,Fermentasi,1367.6,49868.97,Grade C,68200803.372,2024,8,August,3,Jawa Timur | Perkebunan Swasta | Fermentasi
2024-10-29,Jawa Barat,Perkebunan Rakyat,Penggilingan,377.25,45483.25,Grade A,17158556.0625,2024,10,October,4,Jawa Barat | Perkebunan Rakyat | Penggilingan
2026-01-15,Sulawesi,Perkebunan Negara,Penggilingan,666.54,28040.93,Grade A,18690401.4822,2026,1,January,1,Sulawesi | Perkebunan Negara | Penggilingan
2025-03-25,Sulawesi,Perkebunan Negara,Fermentasi,1439.07,42331.57,Grade B,60918092.439899996,2025,3,March,1,Sulawesi | Perkebunan Negara | Fermentasi
2025-01-20,Jawa Timur,Perkebunan Rakyat,Penggilingan,312.65,30030.27,Grade B,9388963.9155,2025,1,January,1,Jawa Timur | Perkebunan Rakyat | Penggilingan
2025-02-20,Jawa Barat,Perkebunan Rakyat,Penggilingan,573.01,46492.34,Grade B,26640575.743399996,2025,2,February,1,Jawa Barat | Perkebunan Rakyat | Penggilingan
2025-01-07,Jawa Timur,Perkebunan Swasta,Roasting,1712.58,26215.89,Grade C,44896808.896199994,2025,1,January,1,Jawa Timur | Perkebunan Swasta | Roasting
2026-02-03,Sumatera,Perkebunan Swasta,Fermentasi,1597.99,37799.79,Grade A,60403686.4221,2026,2,February,1,Sumatera | Perkebunan Swasta | Fermentasi
2025-11-26,Sumatera,Perkebunan Negara,Fermentasi,1887.19,30342.13,Grade B,57261364.3147,2025,11,November,4,Sumatera | Perkebunan Negara | Fermentasi
2025-07-04,Bali,Perkebunan Rakyat,Fermentasi,465.63,26479.03,Grade B,12329430.7389,2025,7,July,3,Bali | Perkebunan Rakyat | Fermentasi
2025-12-02,Bali,Perkebunan Negara,Fermentasi,1260.53,27079.14,Grade B,34134068.3442,2025,12,December,4,Bali | Perkebunan Negara | Fermentasi
2025-02-14,Sumatera,Perkebunan Rakyat,Pengeringan,1770.89,37211.67,Grade A,65897774.2863,2025,2,February,1,Sumatera | Perkebunan Rakyat | Pengeringan
2024-03-16,Jawa Barat,Perkebunan Swasta,Pengeringan,925.53,41396.67,Grade B,38313859.98509999,2024,3,March,1,Jawa Barat | Perkebunan Swasta | Pengeringan
2026-01-27,Jawa Timur,Perkebunan Swasta,Penggilingan,1936.45,57066.36,Grade A,110506152.822,2026,1,January,1,Jawa Timur | Perkebunan Swasta | Penggilingan
2025-03-26,Jawa Barat,Perkebunan Negara,Penggilingan,211.92,43933.96,Grade B,9310484.803199999,2025,3,March,1,Jawa Barat | Perkebunan Negara | Penggilingan
2024-01-30,NTT,Perkebunan Swasta,Roasting,691.79,30957.33,Grade A,21415971.3207,2024,1,January,1,NTT | Perkebunan Swasta | Roasting
2024-09-19,Jawa Timur,Perkebunan Negara,Penggilingan,1433.99,40399.19,Grade A,57932034.468100004,2024,9,September,3,Jawa Timur | Perkebunan Negara | Penggilingan
2025-11-11,Sulawesi,Perkebunan Negara,Fermentasi,983.03,42186.41,Grade A,41470506.6223,2025,11,November,4,Sulawesi | Perkebunan Negara | Fermentasi
2025-07-17,Bali,Perkebunan Rakyat,Pengeringan,831.98,32980.82,Grade B,27439382.6236,2025,7,July,3,Bali | Perkebunan Rakyat | Pengeringan
2026-02-15,Bali,Perkebunan Negara,Roasting,1012.26,55714.59,Grade A,56397650.873399995,2026,2,February,1,Bali | Perkebunan Negara | Roasting
2026-02-25,Sulawesi,Perkebunan Swasta,Pengeringan,1938.24,32102.58,Grade C,62222504.659200005,2026,2,February,1,Sulawesi | Perkebunan Swasta | Pengeringan
2024-01-13,Jawa Timur,Perkebunan Swasta,Fermentasi,1072.6,51303.55,Grade C,55028187.73,2024,1,January,1,Jawa Timur | Perkebunan Swasta | Fermentasi
2024-07-17,Jawa Timur,Perkebunan Negara,Pengeringan,1281.67,56785.3,Grade A,72780015.451,2024,7,July,3,Jawa Timur | Perkebunan Negara | Pengeringan
2024-10-04,Sulawesi,Perkebunan Swasta,Roasting,677.57,27226.56,Grade A,18447900.259200003,2024,10,October,4,Sulawesi | Perkebunan Swasta | Roasting
2024-11-01,Sulawesi,Perkebunan Negara,Penggilingan,1095.74,25173.6,Grade C,27583720.463999998,2024,11,November,4,Sulawesi | Perkebunan Negara | Penggilingan
2025-06-22,NTT,Perkebunan Negara,Fermentasi,774.93,36743.43,Grade A,28473586.2099,2025,6,June,2,NTT | Perkebunan Negara | Fermentasi
2025-11-25,Sumatera,Perkebunan Rakyat,Fermentasi,554.78,39346.34,Grade B,21828562.5052,2025,11,November,4,Sumatera | Perkebunan Rakyat | Fermentasi
2025-02-18,Jawa Barat,Perkebunan Negara,Pengeringan,307.34,29015.79,Grade B,8917712.898599999,2025,2,February,1,Jawa Barat | Perkebunan Negara | Pengeringan
2025-12-22,NTT,Perkebunan Swasta,Penggilingan,1347.97,32606.78,Grade A,43952961.2366,2025,12,December,4,NTT | Perkebunan Swasta | Penggilingan
2024-10-31,Bali,Perkebunan Rakyat,Pengeringan,1646.69,29763.22,Grade B,49010796.7418,2024,10,October,4,Bali | Perkebunan Rakyat | Pengeringan
2024-10-15,Sulawesi,Perkebunan Swasta,Penggilingan,334.13,49741.5,Grade C,16620127.395,2024,10,October,4,Sulawesi | Perkebunan Swasta | Penggilingan
2025-05-22,Bali,Perkebunan Swasta,Penggilingan,408.23,38581.93,Grade B,15750301.2839,2025,5,May,2,Bali | Perkebunan Swasta | Penggilingan
2026-02-08,Sumatera,Perkebunan Swasta,Fermentasi,1192.31,35613.54,Grade B,42462379.877399996,2026,2,February,1,Sumatera | Perkebunan Swasta | Fermentasi
2025-05-16,Jawa Barat,Perkebunan Rakyat,Penggilingan,1464.94,33125.26,Grade C,48526518.3844,2025,5,May,2,Jawa Barat | Perkebunan Rakyat | Penggilingan
2025-05-07,Jawa Timur,Perkebunan Negara,Fermentasi,1195.27,39043.73,Grade C,46667799.1571,2025,5,May,2,Jawa Timur | Perkebunan Negara | Fermentasi
2024-03-06,Sumatera,Perkebunan Negara,Pengeringan,949.9,40789.3,Grade C,38745756.07,2024,3,March,1,Sumatera | Perkebunan Negara | Pengeringan
2025-12-30,Jawa Barat,Perkebunan Negara,Fermentasi,1068.6,47630.13,Grade B,50897556.91799999,2025,12,December,4,Jawa Barat | Perkebunan Negara | Fermentasi
2024-04-23,Sulawesi,Perkebunan Swasta,Pengeringan,1749.02,57999.52,Grade A,101442320.47039999,2024,4,April,2,Sulawesi | Perkebunan Swasta | Pengeringan
2024-01-05,Sumatera,Perkebunan Swasta,Roasting,298.23,47135.19,Grade A,14057127.713700002,2024,1,January,1,Sumatera | Perkebunan Swasta | Roasting
2026-01-14,Sumatera,Perkebunan Negara,Roasting,1450.58,50412.09,Grade C,73126769.5122,2026,1,January,1,Sumatera | Perkebunan Negara | Roasting
2026-01-02,Jawa Barat,Perkebunan Negara,Roasting,1113.84,55320.56,Grade C,61618252.5504,2026,1,January,1,Jawa Barat | Perkebunan Negara | Roasting
2024-12-27,Bali,Perkebunan Negara,Roasting,442.02,26491.73,Grade C,11709874.4946,2024,12,December,4,Bali | Perkebunan Negara | Roasting
2025-12-29,Jawa Barat,Perkebunan Rakyat,Roasting,285.32,52112.34,Grade A,14868692.848799998,2025,12,December,4,Jawa Barat | Perkebunan Rakyat | Roasting
2025-06-11,Sulawesi,Perkebunan Negara,Roasting,1656.45,35495.81,Grade B,58797034.4745,2025,6,June,2,Sulawesi | Perkebunan Negara | Roasting
2024-10-20,Sulawesi,Perkebunan Rakyat,Fermentasi,1842.4,56619.85,Grade A,104316411.64,2024,10,October,4,Sulawesi | Perkebunan Rakyat | Fermentasi
2024-04-02,NTT,Perkebunan Rakyat,Fermentasi,1944.89,52828.25,Grade C,102745135.1425,2024,4,April,2,NTT | Perkebunan Rakyat | Fermentasi
2024-07-09,Bali,Perkebunan Negara,Penggilingan,1689.16,31810.1,Grade C,53732348.516,2024,7,July,3,Bali | Perkebunan Negara | Penggilingan
2025-06-25,Bali,Perkebunan Rakyat,Pengeringan,1796.25,40263.25,Grade A,72322862.8125,2025,6,June,2,Bali | Perkebunan Rakyat | Pengeringan
2024-12-04,Jawa Barat,Perkebunan Negara,Penggilingan,1391.19,51740.93,Grade A,71981464.4067,2024,12,December,4,Jawa Barat | Perkebunan Negara | Penggilingan
2025-11-27,Bali,Perkebunan Rakyat,Pengeringan,328.23,45162.79,Grade C,14823782.561700001,2025,11,November,4,Bali | Perkebunan Rakyat | Pengeringan
2024-01-26,Bali,Perkebunan Swasta,Pengeringan,1743.12,50972.1,Grade A,88850486.95199999,2024,1,January,1,Bali | Perkebunan Swasta | Pengeringan
2025-06-13,Jawa Timur,Perkebunan Negara,Pengeringan,1709.99,55549.97,Grade C,94989893.20030001,2025,6,June,2,Jawa Timur | Perkebunan Negara | Pengeringan
2025-07-18,Jawa Barat,Perkebunan Swasta,Pengeringan,1581.66,32422.53,Grade B,51281418.7998,2025,7,July,3,Jawa Barat | Perkebunan Swasta | Pengeringan
2025-10-23,Sumatera,Perkebunan Swasta,Pengeringan,1185.63,42891.56,Grade C,50853520.282800004,2025,10,October,4,Sumatera | Perkebunan Swasta | Pengeringan
2025-11-14,Jawa Timur,Perkebunan Swasta,Fermentasi,1173.37,42870.83,Grade C,50303345.7971,2025,11,November,4,Jawa Timur | Perkebunan Swasta | Fermentasi
2025-08-02,NTT,Perkebunan Negara,Fermentasi,336.52,57795.53,Grade B,19449351.755599998,2025,8,August,3,NTT | Perkebunan Negara | Fermentasi
2024-04-14,Bali,Perkebunan Rakyat,Pengeringan,1794.1,55719.21,Grade C,99965834.661,2024,4,April,2,Bali | Perkebunan Rakyat | Pengeringan
2025-04-07,NTT,Perkebunan Negara,Pengeringan,1945.11,31095.53,Grade C,60484226.35829999,2025,4,April,2,NTT | Perkebunan Negara | Pengeringan
2025-04-25,Jawa Timur,Perkebunan Negara,Roasting,1863.79,57216.79,Grade A,106640081.0341,2025,4,April,2,Jawa Timur | Perkebunan Negara | Roasting
2024-05-29,Jawa Barat,Perkebunan Swasta,Fermentasi,1867.64,44920.21,Grade A,83894781.0044,2024,5,May,2,Jawa Barat | Perkebunan Swasta | Fermentasi
2025-01-11,Sumatera,Perkebunan Negara,Roasting,1736.63,29939.32,Grade C,51993521.291600004,2025,1,January,1,Sumatera | Perkebunan Negara | Roasting
2024-09-01,Sumatera,Perkebunan Negara,Roasting,1190.64,26325.07,Grade A,31343681.344800003,2024,9,September,3,Sumatera | Perkebunan Negara | Roasting
2025-07-03,NTT,Perkebunan Negara,Pengeringan,1021.92,37103.2,Grade C,37916502.143999994,2025,7,July,3,NTT | Perkebunan Negara | Pengeringan
2024-12-29,Jawa Timur,Perkebunan Rakyat,Roasting,842.04,35757.12,Grade C,30108925.3248,2024,12,December,4,Jawa Timur | Perkebunan Rakyat | Roasting
2025-09-30,Sumatera,Perkebunan Negara,Fermentasi,563.91,58288.13,Grade B,32869259.388299998,2025,9,September,3,Sumatera | Perkebunan Negara | Fermentasi
2024-10-30,Jawa Timur,Perkebunan Swasta,Pengeringan,1693.73,27357.86,Grade C,46336828.2178,2024,10,October,4,Jawa Timur | Perkebunan Swasta | Pengeringan
2024-10-30,Sulawesi,Perkebunan Rakyat,Fermentasi,1950.03,44923.36,Grade A,87601899.7008,2024,10,October,4,Sulawesi | Perkebunan Rakyat | Fermentasi
2025-04-16,Bali,Perkebunan Rakyat,Penggilingan,334.54,38249.68,Grade B,12796047.9472,2025,4,April,2,Bali | Perkebunan Rakyat | Penggilingan
2024-08-25,Sumatera,Perkebunan Negara,Roasting,1385.71,39031.01,Grade C,54085660.86710001,2024,8,August,3,Sumatera | Perkebunan Negara | Roasting
2024-03-03,Sumatera,Perkebunan Swasta,Penggilingan,630.88,26190.01,Grade B,16522753.508799998,2024,3,March,1,Sumatera | Perkebunan Swasta | Penggilingan
2025-08-16,Jawa Timur,Perkebunan Rakyat,Penggilingan,1915.2,50838.74,Grade C,97366354.848,2025,8,August,3,Jawa Timur | Perkebunan Rakyat | Penggilingan
2024-05-12,Jawa Barat,Perkebunan Negara,Fermentasi,250.08,54676.58,Grade B,13673519.126400001,2024,5,May,2,Jawa Barat | Perkebunan Negara | Fermentasi
2024-04-02,Bali,Perkebunan Rakyat,Roasting,1771.66,35273.64,Grade B,62492897.0424,2024,4,April,2,Bali | Perkebunan Rakyat | Roasting
2024-04-14,Jawa Timur,Perkebunan Swasta,Fermentasi,990.9,41499.44,Grade A,41121795.096,2024,4,April,2,Jawa Timur | Perkebunan Swasta | Fermentasi
2024-09-06,Jawa Timur,Perkebunan Swasta,Roasting,463.28,47801.54,Grade C,22145497.4512,2024,9,September,3,Jawa Timur | Perkebunan Swasta | Roasting
2024-05-03,Sulawesi,Perkebunan Negara,Roasting,489.43,34896.78,Grade C,17079531.0354,2024,5,May,2,Sulawesi | Perkebunan Negara | Roasting
2025-05-09,Bali,Perkebunan Negara,Penggilingan,543.21,50954.25,Grade B,27678858.142500002,2025,5,May,2,Bali | Perkebunan Negara | Penggilingan
2025-01-28,Bali,Perkebunan Negara,Penggilingan,1371.06,45826.64,Grade C,62831073.038399994,2025,1,January,1,Bali | Perkebunan Negara | Penggilingan
2024-11-27,Jawa Barat,Perkebunan Rakyat,Roasting,449.33,40458.53,Grade A,18179231.2849,2024,11,November,4,Jawa Barat | Perkebunan Rakyat | Roasting
2024-12-23,Jawa Timur,Perkebunan Rakyat,Penggilingan,1688.54,54854.04,Grade A,92623240.7016,2024,12,December,4,Jawa Timur | Perkebunan Rakyat | Penggilingan
2025-12-23,Sumatera,Perkebunan Swasta,Fermentasi,1405.05,27961.69,Grade C,39287572.534499995,2025,12,December,4,Sumatera | Perkebunan Swasta | Fermentasi
2024-04-22,Jawa Barat,Perkebunan Negara,Penggilingan,973.44,45467.33,Grade B,44259717.71520001,2024,4,April,2,Jawa Barat | Perkebunan Negara | Penggilingan
2024-04-16,Sulawesi,Perkebunan Swasta,Pengeringan,721.99,28699.42,Grade B,20720694.2458,2024,4,April,2,Sulawesi | Perkebunan Swasta | Pengeringan
2025-12-24,Sumatera,Perkebunan Negara,Pengeringan,1304.65,38423.33,Grade B,50128997.484500006,2025,12,December,4,Sumatera | Perkebunan Negara | Pengeringan
2024-11-07,Jawa Barat,Perkebunan Negara,Penggilingan,1532.43,56715.01,Grade B,86911782.77430001,2024,11,November,4,Jawa Barat | Perkebunan Negara | Penggilingan
2025-09-30,Bali,Perkebunan Negara,Fermentasi,1025.18,51928.11,Grade A,53235659.80980001,2025,9,September,3,Bali | Perkebunan Negara | Fermentasi
2025-05-30,Sumatera,Perkebunan Negara,Pengeringan,1800.05,27793.0,Grade C,50028789.65,2025,5,May,2,Sumatera | Perkebunan Negara | Pengeringan
2025-01-22,Jawa Barat,Perkebunan Swasta,Penggilingan,541.95,55642.68,Grade C,30155550.426000003,2025,1,January,1,Jawa Barat | Perkebunan Swasta | Penggilingan
2025-10-06,Bali,Perkebunan Rakyat,Penggilingan,401.3,46700.45,Grade B,18740890.585,2025,10,October,4,Bali | Perkebunan Rakyat | Penggilingan
2025-11-25,Sumatera,Perkebunan Rakyat,Pengeringan,1614.37,29136.81,Grade B,47037591.959699996,2025,11,November,4,Sumatera | Perkebunan Rakyat | Pengeringan
2024-02-10,Sulawesi,Perkebunan Swasta,Roasting,1249.3,44304.68,Grade B,55349836.724,2024,2,February,1,Sulawesi | Perkebunan Swasta | Roasting
2024-11-18,Sulawesi,Perkebunan Swasta,Penggilingan,1110.81,40876.75,Grade C,45406302.6675,2024,11,November,4,Sulawesi | Perkebunan Swasta | Penggilingan
2024-05-27,Jawa Barat,Perkebunan Negara,Fermentasi,458.62,59612.15,Grade B,27339324.233,2024,5,May,2,Jawa Barat | Perkebunan Negara | Fermentasi
2025-08-14,Sulawesi,Perkebunan Rakyat,Roasting,825.31,35887.83,Grade B,29618584.9773,2025,8,August,3,Sulawesi | Perkebunan Rakyat | Roasting
